TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
9809,Survey,Surface Scatter,Scrub,Scrub,2018-09-25,NA,NA,NA,0 - No observation,No observation,"069-070,scrub alongside modern dirt road,between road and creek"
9810,Survey,Surface Scatter,Scrub,Pasture,2018-09-25,NA,NA,NA,0 - No observation,No observation,"075-080,grassland, forest and scrub,grassland (scrub and grass plain,hilltop/plateau area,hilltop, however one of the smaller/est slopes in the area"
9811,Legacy verification,Surface Scatter,Forest,Forest,2018-09-25,NA,NA,NA,4 - seriously damaged,Anthropogenic,"081-096,forest on hill slopes, some scrub at base,forest around monastery site - cleared and cleaned during excavations, so mostly scrub within the monastery"
9812,Survey,Surface Scatter,Pasture,Pasture,2018-09-25,NA,NA,NA,0 - No observation,No observation,"100-111,grassland (some scrub, primarily long grass (50cm+ in some areas.,hilltop/plateau area"
9813,Survey,Surface Scatter,Other,Other,2018-09-25,NA,NA,NA,0 - No observation,No observation,"explain in notes annual agriculture, site of Malko Sharkovo Dam,explain in notes (annual agriculture, site of Malko Sharkovo Dam"
9814,Survey,Surface Scatter,Other,Other,2018-09-25,NA,NA,NA,0 - No observation,No observation,"explain in notes scrub/ agriculture, site of malko sharkovo dam tributary,explain in notes (scrub/ agriculture, site of malko sharkovo dam (tributary"
9815,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-25,NA,NA,NA,0 - No observation,Anthropogenic,
9816,Survey,Other,Pasture,Pasture,2018-09-25,NA,NA,NA,0 - No observation,No observation,"141-145,grassland"
9817,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-25,NA,NA,NA,0 - No observation,No observation,
9818,Survey,Other,Forest,Forest,2018-09-25,NA,NA,NA,0 - No observation,No observation,"geodetic marker,153-155"
9819,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-25,NA,NA,NA,0 - No observation,Agriculture,
8705,Survey,Other,Pasture,Pasture,2018-09-26,0,NA,2,0 - No observation,No observation,"526 - 532,grassland"
9721,Legacy verification,Extinct Burial Mound,Scrub,Scrub,2018-09-26,0,NA,0,5 - extinct or near extinct,Other,356
8706,Survey,Other,Pasture,Pasture,2018-09-26,0,NA,0.5,0 - No observation,Other,"533-546,grassland"
8707,Survey,Other,Pasture,Pasture,2018-09-26,5,NA,1.5,0 - No observation,Other,"547-564,grassland"
8708,Survey,Other,Pasture,Pasture,2018-09-26,6,8,3,0 - No observation,Other,"565,grassland"
8709,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-26,100,NA,2.2,5 - extinct or near extinct,Other,"566-575,grassland"
8710,Survey,Other,Pasture,Pasture,2018-09-26,16,14,0.5,0 - No observation,Other,"582,grassland"
9722,Legacy verification,Extinct Burial Mound,Scrub,Scrub,2018-09-26,0,NA,0,5 - extinct or near extinct,Looting,"ext 372,373"
8711,Survey,Other,Pasture,Pasture,2018-09-26,8,4,2.2,0 - No observation,Other,"584,grassland,Still see concrete walls of round bunker. broken but in situ"
9723,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-26,20,NA,1,3 - damaged,Looting,"ext. CRM 385, 386, ext. overview 388, 387"
8712,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-26,8,NA,0.8,1 - pristine,Post-depositional,592-593
9724,Legacy verification,Burial Mound,Scrub,Pasture,2018-09-26,35,NA,4,4 - seriously damaged,Looting,"ext 393-406,grassland"
9725,Survey,Burial Mound,Scrub,Scrub,2018-09-26,35,NA,3,4 - seriously damaged,Looting,ext 407-422
9726,Survey,Burial Mound,Scrub,Scrub,2018-09-26,20,15,1,4 - seriously damaged,Looting,"ext 423,424"
9727,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-26,15,10,0.5,4 - seriously damaged,Looting,
9728,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-27,80,20,1.5,4 - seriously damaged,Excavation,"ext 464,465,grassland,possibly excavated by Agre, check fasti online or aor for report, completely drove through with a machine and the soil turned over; check satellite for image and dimensions"
9820,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-27,0,NA,0,0 - No observation,No observation,
9729,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-27,45,40,2,2 - minor damage,Looting,"ext 479,480"
9730,Legacy verification,Extinct Burial Mound,Scrub,Scrub,2018-09-27,0,NA,0,5 - extinct or near extinct,Construction,ext. 489
9821,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-27,0,NA,0,0 - No observation,No observation,231
9731,Legacy verification,Burial Mound,Forest,Forest,2018-09-27,15,15,1,3 - damaged,Other,"ext 496-498,covered with stones, relatively fresh with no moss on them"
9822,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-27,0,NA,0,0 - No observation,No observation,246
9732,Legacy verification,Burial Mound,Scrub,Annual agriculture,2018-09-27,32,30,4,4 - seriously damaged,Looting,ext 505-508; geodetic point on the top
9823,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-27,0,NA,0,0 - No observation,No observation,250
9733,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-27,17,NA,0.5,3 - damaged,Looting,"ext 536,537,538,grassland"
9824,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-27,0,NA,0,0 - No observation,No observation,258
8713,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-28,25,15,2.5,3 - damaged,Agriculture,"765, 771,grassland,lozenge is small, but terrain wave/ damaged material extends further"
8714,Legacy verification,Burial Mound,Scrub,Pasture,2018-09-28,18,NA,1.7,2 - minor damage,Other,"779,780,grassland"
8715,Survey,Burial Mound,Pasture,Pasture,2018-09-28,16,NA,1.2,4 - seriously damaged,Other,"786-788,grassland,trench is 8 by 5m and 2m deep"
8716,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-28,25,NA,3,3 - damaged,Looting,"791-792,grassland,uneven left and right profile, irregular shape"
9734,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-28,10,10,1,4 - seriously damaged,Looting,"ext 545,546"
8717,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-28,70,NA,2.5,1 - pristine,Post-depositional,"803-804,grassland"
8718,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-28,12,NA,1.2,5 - extinct or near extinct,Looting,"807-810, 817-818; 808accurately captured the mound,grassland"
8719,Survey,Burial Mound,Pasture,Pasture,2018-09-28,8,NA,1,2 - minor damage,Anthropogenic,"819-822,grassland"
9735,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-28,50,NA,1,4 - seriously damaged,Construction,"ext 548, 549, 550"
8720,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-28,30,NA,8,2 - minor damage,Construction,"829,grassland"
9736,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-28,30,NA,1,4 - seriously damaged,Looting,"ext. 558,grassland"
8721,Survey,Extinct Burial Mound,Pasture,Scrub,2018-09-28,35,NA,2.5,4 - seriously damaged,Construction,"836-840,847"
8722,Survey,Extinct Burial Mound,Pasture,Pasture,2018-09-28,11,NA,1,3 - damaged,Construction,"842-844,grassland"
9737,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-28,40,NA,1,4 - seriously damaged,Anthropogenic,"ext 564,565,dirt road on the top"
8723,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-28,35,NA,3.5,3 - damaged,Looting,"849-850,grassland"
8724,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-28,0,NA,0,5 - extinct or near extinct,No observation,"858,grassland"
8725,Survey,Other,Pasture,Pasture,2018-09-28,15,NA,2,0 - No observation,No observation,"860-861,grassland"
8726,Survey,Other,Pasture,Pasture,2018-09-28,12,NA,1,0 - No observation,Construction,"863,grassland,8by5 by 2m deep"
8727,Legacy verification,Burial Mound,Pasture,Other,2018-09-28,16,NA,2.2,4 - seriously damaged,Looting,"873,explain in notes (pasture freshly ploughed by looters"
8728,Survey,Burial Mound,Pasture,Other,2018-09-28,18,NA,1.8,2 - minor damage,Looting,"875-876,explain in notes (freshly ploughed pasture"
8729,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-28,30,NA,2.4,2 - minor damage,Agriculture,"881-883,height better visible from north or east, flat topped"
8730,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-28,25,NA,3,2 - minor damage,Other,"898,grassland"
8731,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-28,30,NA,3.5,3 - damaged,Looting,901-904
8732,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-28,200,NA,0,2 - minor damage,No observation,"908-911,200 by 200m"
8021,RS:FNEG,Extinct Burial Mound,Annual,Annual,2009-11-22,20,30,0.3,5,Agriculture,Possible - completely ploughed away - only crop mark & small stones
8022,RS:SITE,Burial Mound,Annual,Annual,2009-11-22,20,20,0.7,5,Agriculture,Probable - ploughed over
8023,RS:SITE,Extinct Burial Mound,Annual,Annual,2009-11-22,25,25,0.1,4,Agriculture,Probable - ploughed over
8024,RS:SITE,Extinct Burial Mound,Annual,Annual,2009-11-22,20,20,0.5,5,Agriculture,Probable - ploughed over
8025,RS:SITE,Extinct Burial Mound,Annual,Annual,2009-11-22,20,20,0.5,5,Agriculture,very very heavily plowed
8026,RS:FNEG,Extinct Burial Mound,Annual,Annual,2009-11-22,20,20,0.3,5,Agriculture,very very heavily plowed
8027,RS:FNEG,Burial Mound,Annual,Annual,2009-11-22,30,35,1,4,Agriculture,plowed 40cm deep
8028,RS:FNEG,Burial Mound,Annual,Annual,2009-11-22,40,40,1,4,Agriculture,close to cluster of 8021-27; ploughed over
8029,RS:FNEG,Burial Mound,Annual,Annual,2009-11-22,45,45,1.5,3,Agriculture,NA
8030,RS:FNEG - duplicate 9358,Burial Mound,Annual,Pasture,2009-11-23,40,40,2.5,3,Post-depositional,"lots of modern debris on top, cherry trees planted"
8031,RS:FNEG,Extinct Burial Mound,Annual,Annual,2009-11-23,30,20,0.5,3,Agriculture,"half untended grapevine, half seedling; Possible - Vry damaged mnd split by field division"
8032,RS:FNEG,Extinct Burial Mound,Annual,Annual,2009-11-23,30,30,0.5,5,Agriculture,"hard to spot due to plow damage; 
Possible - ploughed over & split by field division"
8033,RS:SITE,Burial Mound,Annual,Other,2009-11-23,60,40,6,5,Excavation,"Looks like tell (very large) - NO Agre exc mound - nothing left - had been lg mnd. Dimensions from field, GE shows a footprint 100m across"
8034,RS:SITE,Burial Mound,Forest,Forest,2009-11-23,60,65,8,2,Post-depositional,"covered by vegetation, hard to reach; large mound well-preserved"
8035,RS:SITE,Burial Mound,Forest,Scrub,2009-11-23,50,45,3,2?,Post-depositional,inaccesible due to electric fence
8036,RS:SITE,Burial Mound,Annual,Annual,2009-11-24,30,30,0.7,4,Agriculture,edges indistinct due to plow damage
8037,RS:SITE,Burial Mound,Pasture,Scrub,2009-11-24,25,20,2.5,5,Excavation,excavated with chamber exposed
8038,RS:SITE,Extinct Burial Mound,Annual,Pasture,2009-11-24,30,20,0.3,4,Excavation/Looted?,"excavated or defunct?, accummulation of round stones and trenches are the reason to register"
8039,RS:FNEG,Burial Mound,Scrub,Scrub,2009-11-24,40,50,2,2,Looting,"multiple fine pits on top, one side effectively disturbed"
8041,RS:SITE,Burial Mound,Pasture,Scrub,2009-11-24,50,50,4.5,2,Looting,"small crater on top,"
8043,RS:SITE,Burial Mound,Scrub,Scrub,2009-11-24,50,50,8,2,Development,"large, trenches small and old, in a disturbed area"
8044,RS:SITE,Burial Mound,Annual,Pasture,2009-11-24,30,25,1.5,3,Agriculture,tallest most visible in necropolis;
8045,RS:FNEG,Burial Mound,Annual,Annual,2009-11-24,20,15,1,5,Agriculture,hard to see
8046,RS:SITE,Burial Mound,Annual,Annual,2009-11-24,30,20,1.5,4,Agriculture,small mound
8047,RS:SITE,Extinct Burial Mound,Annual,Pasture,2009-11-24,20,20,0.5,5,Military| Agriculture,"tank emplacement inside, clearly visible in 2017/07/03; esged ploughed"
8048,RS:FNEG,Burial Mound,Scrub,Pasture,2009-11-24,30,30,6,1,Development,"geodetic marker on top, steep sides, trimmed perhaps"
8049,RS:FNEG,Burial Mound,Pasture,Pasture,2009-11-24,30,30,4,1,Development,"geodetic marker on top, unaffected"
8050,RS:FNEG,Burial Mound,Annual,Scrub,2009-11-24,40,20,0.7,4?,Agriculture,"registered only from distance, not accessed; detail photo missing; dimensions filled from GE, where a lozenge shaped cropmark is clearly visible; uncertain whether a mound or pile of fieldstones. but possible"
8051,2010LGV,Burial Mound,Annual,Annual,2010-11-17,35,25,2,5,Agriculture,"soilmark visible in 2015/7/7 in GEpro, now probably extinct"
6000,Survey,Burial Mound,Fallow,Scrub,2009-10-12,30,25,2.5,1,Post-depositional,NA
6001,Survey,Burial Mound,Annual,Annual,2009-10-12,15,8,0.5,1,Agriculture,NA
6002,Survey,Burial Mound,Scrub,Scrub,2009-10-12,48,45,3.5,2,Post-depositional,NA
6003,Survey,Burial Mound,Scrub,Scrub,2009-10-13,63,49,6,1,Post-depositional,NA
6004,Survey,Burial Mound,Forest,Forest,2009-10-13,12,11,0.5,5,Looting,NA
6005,Survey,Burial Mound,Forest,Forest,2009-10-13,35,25,2,3,Looting,NA
6006,Survey,Burial Mound,Forest,Forest,2009-10-13,45,33,1.5,2,Looting,NA
6009,Survey,Burial Mound,Scrub,Scrub,2009-10-20,22,16,1.5,3,Post-depositional | Looting,NA
6010,Survey,Burial Mound,Annual,Annual,2009-10-26,13,12,0.5,5,Agriculture,NA
6011,Survey,Burial Mound,Annual,Other,2009-10-27,56,44,1,5,Excavation,"excavated by Agre, only 1m of disturbed soil remains"
6012,Survey,Extinct Burial Mound,Annual,Annual,2009-10-27,28,25,0.5,5,Agriculture,levelled with field
6013,Survey,Burial Mound,Annual,Annual,2009-10-28,8,6,1,1,Agriculture,NA
6015,Survey,Burial Mound,Annual,Annual,2009-11-02,65,55,2,4,Agriculture,all ploughed over
6016,Survey,Burial Mound,Annual,Annual,2009-11-02,57,42,1.5,4,Agriculture,little tuft of grass and large stones on top
6017,Survey,Burial Mound,Annual,Annual,2009-11-02,67,60,5,4,Agriculture,road goes partially over the mound; see Overview_W
6019,Survey,Burial Mound,Annual,Scrub,2009-11-05,77,77,10,2,Post-depositional,NA
6020,Survey,Extinct Burial Mound,Annual,Annual,2009-11-05,30,30,0.5,5,Agriculture,NA
6022,Survey,Burial Mound,Annual,Annual,2009-11-06,38,38,2,5,Agriculture,"20200505> GPS position seems offset 50m to E with respect to visible feature in satellite image (GPS must have been off! or we are trying to attach the point to the TopoID, which has map error). The mound is likely between 7016 and 7018 on a diagonal, where RTs are visible in the ground"
6023,Survey,Extinct Burial Mound,Annual,Scrub,2009-11-07,17,6,0.5,5,Looting | Agriculture,20200505 > added CRM on basis of photo
6024,Survey,Extinct Burial Mound,Annual,Annual,2009-11-07,20,20,0.3,5,Agriculture,20200505 > added CRM on basis of photo
6025,Survey,Burial Mound,Annual,Annual,2009-11-07,40,40,0.8,5,Agriculture,20200505 > added CRM on basis of photo
7001,Survey,Burial Mound,Annual,Scrub,2009-10-12,20,15,1.5,1,Post-depositional,"no photo, clear in Quickbird sat img"
7002,Survey,Extinct Burial Mound,Annual,Annual,2009-10-12,10,10,0.5,5,Agriculture,no photo
7003,Survey,Burial Mound,Scrub,Scrub,2009-10-12,30,30,5,2,Post-depositional,forefront on the right in 7003_6000_6002from 8004
7004,Survey,Burial Mound,Scrub,Scrub,2009-10-20,40,40,3.5,1,Post-depositional,7004_6009.jpg on the right; excavated in 2010
7005,Survey,Burial Mound,Annual,Scrub,2009-10-21,35,35,2.5,5,Agriculture | Looting,Looks small in satimg but photos are corrective; I'd lower the CRM to 4 as there is still 2.5 m of the mound
7006,Survey,Burial Mound,Annual,Annual,2009-10-22,20,20,1,5,Agriculture,NA
7007,Survey,Burial Mound,Annual,Pasture,2009-10-26,35,30,2,5,Agriculture | Looting,NA
7010,Survey,Burial Mound,Annual,Annual,2009-11-02,35,30,1.5,2,Agriculture,unrobbed
7011,Survey,Burial Mound,Annual,Annual,2009-11-02,45,45,1.5,5,Agriculture,unrobbed but disappearing under plough
7012,Survey,Burial Mound,Annual,Annual,2009-11-02,50,50,2.5,2,Agriculture,"unrobbed plowed over, geodesic marker"
7013,Survey,Burial Mound,Annual,Annual,2009-11-02,40,40,1,5,Agriculture,"unrobbed, vry bad plow damage"
7014,Survey,Burial Mound,Annual,Annual,2009-11-02,35,35,0.7,5,Agriculture,"plowed over, hard to notice; no photo"
7015,Survey,Burial Mound,Fallow,Pasture,2009-11-05,18,18,1,3,Post-depositional,road seems to go over it
7016,Survey,Burial Mound,Fallow,Scrub,2009-11-06,35,45,5,2,Looting,NA
7017,Survey,Burial Mound,Annual,Annual,2009-11-07,45,45,1,3?,Agriculture,"no external damage, but the mound is ploughed in to be hardly noticeable"
7018,Survey,Uncertain Mound,Annual,Scrub,2009-11-09,12,12,0.7,5,Agriculture,"this could be just fieldstones, UNCERTAIN feature"
7021,Survey,Burial Mound,Annual,Annual,2009-11-13,25,25,3,3?,Agriculture,"on a terrainwave on a hillside, UNCERTAIN feature"
7022,Survey,Burial Mound,Annual,Annual,2009-11-13,20,20,2,3?,Agriculture,"on a terrainwave on a hillside, UNCERTAIN feature"
8000,Survey,Burial Mound,Annual,Pasture,2009-10-12,50,40,6,2,Looting,"no overview photo, only RT details, massive RT"
8004,Survey,Burial Mound,Scrub,Pasture,2009-10-12,46,54,7,1,Post-depositional,NA
8006,Survey,Burial Mound,Annual,Pasture,2009-10-13,37,40,6,1,Post-depositional,NA
8007,Survey,Burial Mound,Pasture,Pasture,2009-10-20,15,20,4.5,1,Post-depositional | Development,"geodetic marker on top, mound sits on an outcrop so it looks higher than in reality is. This explains the 25 m heigh in paper forms."
8008,Survey,Burial Mound,Annual,Annual,2009-10-21,20,22,4,5,Agriculture,NA
8009,Survey,Burial Mound,Annual,Annual,2009-10-21,16,20,4,4,Agriculture,"CRM is 5 in the forms, however the mound is still sizable and undamaged except agriculture."
8010,Survey,Burial Mound,Annual,Annual,2009-10-27,30,30,3,4,Agriculture,"no polygon in PDA; photo has no scale; CRM is 5 in paper forms, as 1 in spreadsheet; stone scatter on top of mound"
