TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
9882,Joel Sercombe,2022-09-23,Burial Mound,round,Legacy verification,"Mound located 20m from road, immediately south from road between Parvenec and Pravdino. Mound on hill in harvested field.",Annual agriculture,Annual agriculture,42.4266533333333,26.88323,4697155.42689415,490394.254410843,1.4,Northeast,2,35,NA,30,NA,Loose artefacts,1 small shard of pottery was found. Refer photo.,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9882_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9882_2.jpg''}}",4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(490394.254411 4697155.426894)
8794,Mathias Kaas,2022-09-23,Burial Mound,,Legacy verification,"Overploughed mound, soil marks. North of a dirtroad. Easily accessible.",Annual agriculture,Annual agriculture,42.4669816666667,26.8388116666667,4701639.36672444,486748.810483965,1.2,Northwest,1.1,25,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(486748.810484 4701639.366724)
9883,Joel Sercombe,2022-09-23,Extinct Burial Mound?,,Legacy verification,Probably an extinct burial mound. Surface scatter of pottery over small rise in the agricultural field directly between 2 other mounds. Stones all over the surface in harvested agricultural land. Expected that agricultural damage has ploughed the mound almost flat.,Annual agriculture,Annual agriculture,42.4258233333333,26.8830933333333,4697063.28152186,490382.88505889,1.4,West,0.15,20,NA,NA,NA,Artefact scatter,Pottery scatter in ploughed field with small rocks.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9883_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9883_2.jpg''}}",5 - extinct or near extinct,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(490382.885059 4697063.281522)
8795,Mathias Kaas,2022-09-23,Burial Mound,"grassland,grassland",Legacy verification,"Half of a mound standing, covered in grass with recent geodetic pointon top. Excavated? easily accessible 50 m east of the village. 
East half is removed and serves as garbage disposal.",Pasture,Pasture,42.4669183333333,26.8297416666667,4701633.79045241,486003.157298357,1.2,South,2.2,20,NA,NA,NA,NA,none,No,NA,NA,4 - seriously damaged,,Excavation,Triangular point on top.,3 - impaired,Animal activity,Unknown,"1: Round crater, 10x2, big possible RT or excavation?, serves as garbage disposal.",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8795_1.jpg''}}",POINT(486003.157298 4701633.790452)
9884,Joel Sercombe,2022-09-23,Burial Mound,heavily flattened by agriculture,Legacy verification,"Mound is located approximately 150m from road in agricultural land. Mound has been recently harvested and has significant damage from agriculture, top of mound has a small scatter of pottery and small stones.

The cluster of mounds immediately adjacent appears to have a number of smaller hills that may be smaller mounds. Uncertain but may be 3 additional extinct mounds beyond ones we recorded.",Annual agriculture,Annual agriculture,42.4253216666667,26.8829333333333,4697007.59601907,490369.646164956,4.7,South,0.5,22,NA,NA,NA,Loose artefacts,Small amount of pottery and stones,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_2.jpg''}}",3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(490369.646165 4697007.596019)
9885,Joel Sercombe,2022-09-23,Extinct Burial Mound,"Roundish but difficult to tell, due to agricultural damage.",Survey,"Mound is almost extinct due to agricultural activity but a scatter of pottery is visible at the centre. located near a cluster of other mounds, most of which are nearly extinct due to agricultural damage.",Annual agriculture,Annual agriculture,42.4250766666667,26.8826383333333,4696980.42541385,490345.340735692,1.2,Southwest,0.2,20,NA,NA,NA,Artefact scatter,pottery scatter and small stones.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_2.jpg''}}",5 - extinct or near extinct,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(490345.340736 4696980.425414)
9886,Joel Sercombe,2022-09-23,Burial Mound,round. Looks like it has been flattened due to agricultural activity.,Legacy verification,Mound is located in agricultural field approx 250m from stream. Mound has bee  heavily ploughed and looks like has been significantly flattened due to agriculture. The mound is called Roshavata Mogila on Soviet maps. West from Pravdino Village.,Annual agriculture,Annual agriculture,42.4205233333333,26.8862016666667,4696474.43761701,490637.797989733,1.3,North,2,40,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(490637.79799 4696474.437617)
9887,Joel Sercombe,2022-09-23,Extinct Burial Mound,hard to determine,Survey,Almost extinct burial mound with scatter of handmade Roman pottery and several large stones in an area with no other large stones. located around cluster of other heavily damaged and almost extinct mounds. Suspected that there may be a number of other extinct mounds in this cluster due to pottery scatter.,Annual agriculture,Annual agriculture,42.425545,26.8826066666667,4697032.43140699,490342.807583762,10.9,North,0.1,15,NA,NA,NA,Artefact scatter,Pottery scatter in agricultural field.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_2.jpg''}}",5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(490342.807584 4697032.431407)
8796,Adela Sobotkova,2022-09-26,Burial Mound,"grassland (scrub with military construction,grassland (scrub,overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction",Legacy verification,"large mound at S edge of Izgrev village on top of a south-facing spur of land with disturbed surface overgrown with grass with numerous concentric trenches filled with scrub.  geodetic  point on top. lowest trench has two ramps crossing it, aiming southwards and westward. disturbances over all but mostly military and not of rt nature. many tanks could fit here.",Pasture,Pasture,42.16506,26.5201633333333,4668214.32440955,460363.884970911,1.2,North,3.5,15,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,specify in Annotation) (military activity),Other (military trenches),geodetic marker on top from 1967,2 - good,Other,Unknown,military trenches,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8796_1.jpg''}}",POINT(460363.884971 4668214.32441)
8649,Matilde Jensen,2022-09-26,Burial Mound,"grassland (With some scrub,grassland (With some scrub,oval due to RTs",Survey,"north of pchela village.
east of an old dirt road, we discovered a burial mound located 20m south of the mound on the legacy map. the mound is located in a grassy area with some scrub and trees. on top and towards the north eastern slope we discovered a RT filled with limestone",Pasture,Pasture,42.2029383333333,26.4656766666667,4672446.80535421,455889.429950416,1.5,Northwest,2.5,40,NA,35,NA,NA,none,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01,round, 3m,5m,1,5m, manually excavated
02,oval,6m,2m,2m, manually excavated
03, oval,4m,2m,2m, manually excavated 
There has been a lot of dirt moved around on the mound, which makes it hard to determine the dimensions.",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_3.jpg''}}",POINT(455889.42995 4672446.805354)
8650,Matilde Jensen,2022-09-26,Burial Mound,"grassland (With some scrub,grassland (with some scrub,Oval due to RTs",Legacy verification,Situated 20m north of mound 8649. Situated in a grassy plain on a ridge with some scrub growing onto and and around the mound. on top of the mound we discovered a big RT. the soil in the RT is filled with limestone.,Pasture,Pasture,42.2034283333333,26.46577,4672501.1633948,455897.475806741,1.5,Northeast,4.5,35,NA,NA,NA,NA,none,No,NA,NA,3 - damaged,"Some scrub is growing in the RT, but soil is still visible )",Looting,NA,3 - impaired,Looting,Other,"01, triangular, 15m, 8m, 2m, manually excavated on top of the mound
the RT is irregular in its shape due to dirt piles in the RT.",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8650_1.jpg''}}",POINT(455897.475807 4672501.163395)
8651,Matilde Jensen,2022-09-26,Burial Mound,"grassland,grassland,round",Legacy verification,"Mound located on a ridge surrounded by pasture. to the east of the mound fields are located. to the west a forest begins. on the top of the mound, we discovered a road cut right at the middle going all the way through",Pasture,Pasture,42.1974766666667,26.46875,4671838.79401806,456139.369784988,1.2,Northwest,2.5,20,NA,NA,NA,NA,none,No,NA,NA,2 - minor damage,specify in Annotation) (road cut),Road cut,NA,2 - good,Other,Unknown,no observation,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8651_1.jpg''}}",POINT(456139.369785 4671838.794018)
8797,Adela Sobotkova,2022-09-26,Burial Mound,"pottery scatter),grassland",Legacy verification,"low grassy mound on the border of annually ploughed fields. no visible RTs. scattering of pottery found on the peripheral southern field. 2 m in the map, 1.5 on site. interesting location on the lower slope of the river. scrub on the left side. easily visible and accessible from the dirtroad. geodetic marker on top.",Annual agriculture,Pasture,42.178683333333304,26.5350233333333,4669720.16410626,461599.614959097,1.2,North,1.7,18,NA,NA,NA,Artefact scatter,"handmade prehistoric material in the ashy powdery soil. half a dozen CW and FW. pottery every 2 m, reaching at least 50 m. south of the mound",No,NA,NA,1 - pristine,,Agriculture (ploughing on the east side),animal activity,2 - good,Agriculture,Last month,NA,revisit in the interest of the scatter,NA,POINT(461599.614959 4669720.164106)
8652,Matilde Jensen,2022-09-26,Uncertain Feature,oval,Legacy verification,"uncertain feature located in a ploughed field. the feature is big with some scrub growing all around and on top. the feature is characterized by natural occurring bedrock and stones, which makes the surface of the feature uneven and rocky. some holes could be done by humans - possibly military activity, but we are not sure about this",Annual agriculture,Scrub,42.19725,26.4793066666667,4671808.25218581,457010.789493295,1.4,Southwest,3.5,95,NA,40,NA,NA,none,No,NA,NA,0 - No observation,specify in Annotation) (natural erosion ),Erosion (could be military activity ),NA,No observation,Other,Unknown,no observation,NA,NA,POINT(457010.789493 4671808.252186)
8798,Adela Sobotkova,2022-09-26,Extinct Burial Mound,"bunker with trenches),actual bunker 6x5x1.5,diameter stands for the Scrubby patch",Legacy verification,"Bunker not Mound in a field southeast of elhovo. there is a geodetic marker that indicates the preexisting mound. poorly visible from the east. scrub all over. mound replaced by a bunker. bunker access completely obscured by Scrubby bushes, except from the east.",Annual agriculture,Scrub,42.159415,26.573635,4667564.09930692,464777.701596932,1.4,West,1.5,40,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Other (bunker and trenches),NA,5 - none or nearly none,Not available,Not relevant,NA,good lunchtime spot,NA,POINT(464777.701597 4667564.099307)
8799,Adela Sobotkova,2022-09-26,Burial Mound,with tall trees,Legacy verification,Scrubby mound in the flood zone of Tundzha. covered by scrub surrounded by a flat harrowed field. impenetrable. suspect location.,Annual agriculture,Scrub,42.1421033333333,26.54433,4665654.45543691,462346.53200535,1.3,West,1.5,45,NA,34,NA,NA,NA,No,NA,NA,0 - No observation (indeterminable due to scrub. possibly prestine)??,,Post-depositional (vegetation ),agriculture,2 - good,Agriculture,Last month,NA,check this on Google earth.,NA,POINT(462346.532005 4665654.455437)
8653,Matilde Jensen,2022-09-26,Burial Mound,round,Legacy verification,low Burial mound located in a forest. slightly overgrown with trees growing on top of the mound. no damage to be seen.,Forest,Forest,42.1595466666667,26.4727083333333,4667625.29240912,456440.150827335,1.6,Northeast,1,25,NA,NA,NA,NA,none,No,NA,NA,1 - pristine,,Erosion,NA,2 - good,Animal activity,Unknown,no observation,NA,NA,POINT(456440.150827 4667625.292409)
9950,Sara Vejrup,2022-09-27,Extinct Burial Mound?,sprawling ploughed  up shape,Survey,"nearly extinct - mound located 30m north to the road, the mound is surrounded and  covered by harrowed fields, the mound is very flat as a result, no RT or artifacts and Neary invisible",Annual agriculture,Annual agriculture,42.4665266666667,26.9512716666667,4701577.40977927,495994.0463887,1.1,Northwest,0.3,24,NA,NA,NA,NA,none,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,none,NA,NA,POINT(495994.046389 4701577.409779)
9888,Julie Lund,2022-09-27,Burial Mound,it''s round,Survey,"On a ridge, South of the road Jitosviat and Dobrinovo, surrounded by ploughed field, the mound is ploughed too, affecting the height of the mound.",Annual agriculture,Annual agriculture,42.4652133333333,26.9404566666667,4701432.14716855,495104.843486112,1.2,South,1,24,0,0,NA,NA,roman,Yes,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,none,NA,NA,POINT(495104.843486 4701432.147169)
9951,Sara Vejrup,2022-09-27,Burial Mound,,Legacy verification,"low neary extinct mound 200 meter north from the road, mound harrowed, poorly visible but with commanding view of the landscape and easy accessible",Annual agriculture,Annual agriculture,42.4684583333333,26.9505116666667,4701791.93422279,495931.69191195,1.4,North,0.8,24,NA,NA,NA,NA,a single fragment of red finewear,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(495931.691912 4701791.934223)
9889,Julie Lund,2022-09-27,Burial Mound,grassland,Legacy verification,"South of mound 9888, visible from mound 9888, between the road of Dobrinovo - Jivosviat and Erkesia. on the ridge stretchingnorth-south, the mound is surrounded by ploughed fields, robbers trench on the western top of the mound, grass on top, surrounding area full of pottery sherds. Geodetic pillar on top",Annual agriculture,Pasture,42.4579233333333,26.94111,4700622.64393404,495157.993436305,1.4,South,4,40,0,0,NA,NA,"Mainly WM, few HM, most from amphoras",Yes,Roman,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Unknown,"Very old RT, dimensions 0,5 deep, 2 m wide, 5m length",NA,NA,POINT(495157.993436 4700622.643934)
9952,Sara Vejrup,2022-09-27,Burial Mound,grassland (grass with a little scrub,Legacy verification,"grass covered mound in a ploughed field with stubble with a geodetic marker on top, covered with tall grass,Shallow RT''s and animal burrows, ploughed up to the inner diameter, good view of landscape and easy accessible",Annual agriculture,Pasture,42.4624183333333,26.95292,4701121.15265713,496129.302714814,1.5,South,2.2,36,NA,16,NA,NA,none,No,NA,NA,2 - minor damage,,Animal activity,a small RT,2 - good,Animal activity,Last week,"01,crescent,4x1x0.3,Shallow old Scrubby
02, semi circle, 3x1x0.3, Shallow old Scrubby",NA,NA,POINT(496129.302715 4701121.152657)
