TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
201124,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",2017 not visible,,
201128,,Pasture,Forest,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 not visible,,
201129,"big tree circular canopy - potential for mound, but need GC",Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.17,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,2017 maybe,,
201130,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",2017 not visible,,
201132,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.17,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,2017 maybe something (50m NE),,
201133,,Scrub,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,35,27,4,p.19,,,,,LU ok,there should be two mounds here,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,? = maybe something unsure,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 99% sure visible (looks like 2 small holes in the top so could have been looted),,
201134,just a bit to E,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,25,25,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 visible,,
201135,32 m to NE,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,16,13,3,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 Maybe visible 150m to the east maybe mound?,,
201136,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark,Atlas of Yambol Mounds,14,7,2,p.17,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",2017 Visible,,
201141,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,20,15,2,p.19,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
